StoreID,StoreName,Street,City,State,StoreTiminings,Phone,PostCode,StoreURL,Latitude,Longitude
778,Petco,860 Broadway,New York,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(212) 358-0692,10003,https://stores.petco.com/ny/newyork/pet-supplies-newyork-ny-778.html,40.7372,-73.9903
3746,Petco,991 Second Avenue,New York,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(212) 593-7213,10022,https://stores.petco.com/ny/newyork/pet-supplies-newyork-ny-3746.html,40.7564,-73.9674
3713,Petco,1280 Lexington Ave,New York,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(212) 369-7903,10028,https://stores.petco.com/ny/newyork/pet-supplies-newyork-ny-3713.html,40.7796,-73.9555
1750,Petco,2475 Broadway,New York,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(212) 877-1270,10025,https://stores.petco.com/ny/newyork/pet-supplies-newyork-ny-1750.html,40.7921,-73.9738
5717,Unleashed,81 Seventh Avenue,Brooklyn,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(718) 230-5059,11217,https://stores.petco.com/ny/brooklyn/pet-supplies-brooklyn-ny-5717.html,40.6748,-73.9752
3767,Petco,7507 31st Avenue,East Elmhurst,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(718) 446-1061,11370,https://stores.petco.com/ny/eastelmhurst/pet-supplies-eastelmhurst-ny-3767.html,40.7588,-73.891
3774,Petco,241 37th Street,Brooklyn,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(718) 666-4019,11232,https://stores.petco.com/ny/brooklyn/pet-supplies-brooklyn-ny-3774.html,40.6555,-74.0075
3789,Petco,6135 Junction Blvd,Rego Park,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(718) 289-1000,11374,https://stores.petco.com/ny/regopark/pet-supplies-regopark-ny-3789.html,40.733176,-73.863027
3739,Petco,9111 Metropolitan Ave,Rego Park,NY,Monday : 9am - 9pm | Tuesday : 9am - 9pm | Wednesday : 9am - 9pm | Thursday : 9am - 9pm | Friday : 9am - 9pm | Saturday : 9am - 9pm | Sunday : 9am - 9pm,(718) 830-6261,11374,https://stores.petco.com/ny/regopark/pet-supplies-regopark-ny-3739.html,40.711,-73.8583
2779,Petco,13311 20th Ave,College Point,NY,Monday : 9am - 8pm | Tuesday : 9am - 8pm | Wednesday : 9am - 8pm | Thursday : 9am - 8pm | Friday : 9am - 8pm | Saturday : 9am - 8pm | Sunday : 10am - 7pm,(718) 321-1295,11356,https://stores.petco.com/ny/collegepoint/pet-supplies-collegepoint-ny-2779.html,40.7827,-73.8354
